TRAPID,City,YEAR,MONTH,WEEK,Cx_quinquefasciatus_fem,Manhole_within_1KM,ElevationinFeet,DistancetoCanal,POVERTY_RATE,POVERTY_NUMBER,NDVI,NDVI_-1,WATER_BODY,WATER_BODY_-1,Mean_Precipitation,Mean_Precipitation-1,Mean_Precipitation-2,Mean_Precipitation-3,Mean_Precipitation-4,Mean_Precipitation-5,Mean_Humidity,Maximum_Humidity,Minimum_Humidity,Mean_Humidity-1,Max_Humidity-1,Min_Humidity-1,Mean_Humidity-2,Max_Humidity-2,Min_Humidity-2,Mean_Humidity-3,Max_Humidity-3,Min_Humidity-3,Mean_Humidity-4,Max_Humidity-4,Min_Humidity-4,Mean_Humidity-5,Max_Humidity-5,Min_Humidity-5,Mean_Temperature,Maximum_Temperature,Minimum_Temperature,Mean_Temperature-1,Max_Temperature-1,Min_Temperature-1,Mean_Temperature-2,Max_Temperature-2,Min_Temperature-2,Mean_Temperature-3,Max_Temperature-3,Min_Temperature-3,Mean_Temperature-4,Max_Temperature-4,Min_Temperature-4,Mean_Temperature-5,Max_Temperature-5,Min_Temperature-5
CC107,Miami,2019,2,2,12,27,15.85999966,401.8262236,20.8,2307,0.0629085,0.0478975,0.0629085,0.0478975,0.130039286,1.43E-05,0.001675,0.243076786,0.027683929,0.004473214,81.10848512,99.27,56.66666667,79.02296726,100,52.54,74.22319444,90.34666667,38.85,81.86734524,100,54.31333333,74.00787946,97.06875,50.08666667,70.01790179,99.2325,23.71666667,72.43844955,80.325,57.96666667,72.19532738,82.3,63.96666667,61.84111111,74.075,50,66.88525794,81.96666667,52.43333333,65.04375,77.36666667,47.26666667,68.88550595,80.03333333,53.7
CC107,Miami,2019,2,3,10,27,15.85999966,401.8262236,20.8,2307,0.0629085,0.0478975,0.0629085,0.0478975,0.061448214,0.130039286,1.43E-05,0.001675,0.243076786,0.027683929,81.40912798,100,57.20333333,81.10848512,99.27,56.66666667,79.02296726,100,52.54,74.22319444,90.34666667,38.85,81.86734524,100,54.31333333,74.00787946,97.06875,50.08666667,75.8697619,83.93333333,63.03333333,72.43844955,80.325,57.96666667,72.19532738,82.3,63.96666667,61.84111111,74.075,50,66.88525794,81.96666667,52.43333333,65.04375,77.36666667,47.26666667
CC107,Miami,2019,2,4,4,27,15.85999966,401.8262236,20.8,2307,0.0629085,0.0478975,0.0629085,0.0478975,0.017516071,0.061448214,0.130039286,1.43E-05,0.001675,0.243076786,80.68223115,100,52.67666667,81.40912798,100,57.20333333,81.10848512,99.27,56.66666667,79.02296726,100,52.54,74.22319444,90.34666667,38.85,81.86734524,100,54.31333333,77.03701389,82.825,69.4,75.8697619,83.93333333,63.03333333,72.43844955,80.325,57.96666667,72.19532738,82.3,63.96666667,61.84111111,74.075,50,66.88525794,81.96666667,52.43333333
CC107,Miami,2019,3,1,7,27,15.85999966,401.8262236,20.8,2307,0.0811883,0.0629085,0.0811883,0.0629085,0.000896429,0.017516071,0.061448214,0.130039286,1.43E-05,0.001675,73.13412202,100,37.60666667,80.68223115,100,52.67666667,81.40912798,100,57.20333333,81.10848512,99.27,56.66666667,79.02296726,100,52.54,74.22319444,90.34666667,38.85,73.00208333,88,54.33333333,77.03701389,82.825,69.4,75.8697619,83.93333333,63.03333333,72.43844955,80.325,57.96666667,72.19532738,82.3,63.96666667,61.84111111,74.075,50
CC107,Miami,2019,3,2,11,27,15.85999966,401.8262236,20.8,2307,0.0811883,0.0629085,0.0811883,0.0629085,1.61E-05,0.000896429,0.017516071,0.061448214,0.130039286,1.43E-05,74.38449702,98.99666667,55.99,73.13412202,100,37.60666667,80.68223115,100,52.67666667,81.40912798,100,57.20333333,81.10848512,99.27,56.66666667,79.02296726,100,52.54,75.9989881,83.93333333,64.33333333,73.00208333,88,54.33333333,77.03701389,82.825,69.4,75.8697619,83.93333333,63.03333333,72.43844955,80.325,57.96666667,72.19532738,82.3,63.96666667
CC107,Miami,2019,3,3,45,27,15.85999966,401.8262236,20.8,2307,0.0811883,0.0629085,0.0811883,0.0629085,0.168258929,1.61E-05,0.000896429,0.017516071,0.061448214,0.130039286,81.70680088,100,53.26,74.38449702,98.99666667,55.99,73.13412202,100,37.60666667,80.68223115,100,52.67666667,81.40912798,100,57.20333333,81.10848512,99.27,56.66666667,72.85145833,83,63.33333333,75.9989881,83.93333333,64.33333333,73.00208333,88,54.33333333,77.03701389,82.825,69.4,75.8697619,83.93333333,63.03333333,72.43844955,80.325,57.96666667
CC107,Miami,2019,3,4,48,27,15.85999966,401.8262236,20.8,2307,0.0811883,0.0629085,0.0811883,0.0629085,0.082514286,0.168258929,1.61E-05,0.000896429,0.017516071,0.061448214,63.38404464,88.33333333,28.6,81.70680088,100,53.26,74.38449702,98.99666667,55.99,73.13412202,100,37.60666667,80.68223115,100,52.67666667,81.40912798,100,57.20333333,71.05770833,85.26666667,59.36666667,72.85145833,83,63.33333333,75.9989881,83.93333333,64.33333333,73.00208333,88,54.33333333,77.03701389,82.825,69.4,75.8697619,83.93333333,63.03333333
CC107,Miami,2019,4,1,2,27,15.85999966,401.8262236,20.8,2307,0.0874189,0.0811883,0.0874189,0.0811883,0.249657143,0.040020833,0.082514286,0.168258929,1.61E-05,0.000896429,74.05862274,94.34214286,47.3,68.00858333,87.97,52.68,63.38404464,88.33333333,28.6,81.70680088,100,53.26,74.38449702,98.99666667,55.99,73.13412202,100,37.60666667,76.64584707,86.73333333,68.66666667,72.50527778,80.73333333,64.3,71.05770833,85.26666667,59.36666667,72.85145833,83,63.33333333,75.9989881,83.93333333,64.33333333,73.00208333,88,54.33333333
CC107,Miami,2019,4,2,3,27,15.85999966,401.8262236,20.8,2307,0.0874189,0.0811883,0.0874189,0.0811883,0.054117857,0.249657143,0.040020833,0.082514286,0.168258929,1.61E-05,75.68042063,93.67,47.70666667,74.05862274,94.34214286,47.3,68.00858333,87.97,52.68,63.38404464,88.33333333,28.6,81.70680088,100,53.26,74.38449702,98.99666667,55.99,78.09512897,85.63333333,69.7,76.64584707,86.73333333,68.66666667,72.50527778,80.73333333,64.3,71.05770833,85.26666667,59.36666667,72.85145833,83,63.33333333,75.9989881,83.93333333,64.33333333
CC107,Miami,2019,4,3,15,27,15.85999966,401.8262236,20.8,2307,0.0874189,0.0811883,0.0874189,0.0811883,0.1487625,0.054117857,0.249657143,0.040020833,0.082514286,0.168258929,64.91889286,93.59,38.05,75.68042063,93.67,47.70666667,74.05862274,94.34214286,47.3,68.00858333,87.97,52.68,63.38404464,88.33333333,28.6,81.70680088,100,53.26,77.28431548,87.4,61.06666667,78.09512897,85.63333333,69.7,76.64584707,86.73333333,68.66666667,72.50527778,80.73333333,64.3,71.05770833,85.26666667,59.36666667,72.85145833,83,63.33333333
CC107,Miami,2019,4,5,4,27,15.85999966,401.8262236,20.8,2307,0.0874189,0.0811883,0.0874189,0.0811883,0.08625625,0,0.1487625,0.054117857,0.249657143,0.040020833,70.97688542,86.00666667,56.14,64.67080357,91.05666667,41.72666667,64.91889286,93.59,38.05,75.68042063,93.67,47.70666667,74.05862274,94.34214286,47.3,68.00858333,87.97,52.68,79.73791667,84.6,75.23333333,76.66026786,88.43333333,68.36666667,77.28431548,87.4,61.06666667,78.09512897,85.63333333,69.7,76.64584707,86.73333333,68.66666667,72.50527778,80.73333333,64.3
CC107,Miami,2019,5,1,3,27,15.85999966,401.8262236,20.8,2307,0.0921242,0.0874189,0.0921242,0.0874189,0.606819643,0.08625625,0,0.1487625,0.054117857,0.249657143,76.81837734,90.908,54.26333333,70.97688542,86.00666667,56.14,64.67080357,91.05666667,41.72666667,64.91889286,93.59,38.05,75.68042063,93.67,47.70666667,74.05862274,94.34214286,47.3,79.77867424,89.4,74.59,79.73791667,84.6,75.23333333,76.66026786,88.43333333,68.36666667,77.28431548,87.4,61.06666667,78.09512897,85.63333333,69.7,76.64584707,86.73333333,68.66666667
CC107,Miami,2019,5,2,8,27,15.85999966,401.8262236,20.8,2307,0.0921242,0.0874189,0.0921242,0.0874189,0.0841375,0.606819643,0.08625625,0,0.1487625,0.054117857,71.743081,86.51333333,54.5475,76.81837734,90.908,54.26333333,70.97688542,86.00666667,56.14,64.67080357,91.05666667,41.72666667,64.91889286,93.59,38.05,75.68042063,93.67,47.70666667,82.32301658,91.475,77,79.77867424,89.4,74.59,79.73791667,84.6,75.23333333,76.66026786,88.43333333,68.36666667,77.28431548,87.4,61.06666667,78.09512897,85.63333333,69.7
CC107,Miami,2019,5,3,1,27,15.85999966,401.8262236,20.8,2307,0.0921242,0.0874189,0.0921242,0.0874189,0.001983929,0.0841375,0.606819643,0.08625625,0,0.1487625,65.31190264,81.05333333,48.31666667,71.743081,86.51333333,54.5475,76.81837734,90.908,54.26333333,70.97688542,86.00666667,56.14,64.67080357,91.05666667,41.72666667,64.91889286,93.59,38.05,81.25941752,88.36666667,74.56666667,82.32301658,91.475,77,79.77867424,89.4,74.59,79.73791667,84.6,75.23333333,76.66026786,88.43333333,68.36666667,77.28431548,87.4,61.06666667
CC107,Miami,2019,5,4,15,27,15.85999966,401.8262236,20.8,2307,0.0921242,0.0874189,0.0921242,0.0874189,0.001253571,0.001983929,0.0841375,0.606819643,0.08625625,0,59.30302679,72.41333333,47.50666667,65.31190264,81.05333333,48.31666667,71.743081,86.51333333,54.5475,76.81837734,90.908,54.26333333,70.97688542,86.00666667,56.14,64.67080357,91.05666667,41.72666667,81.88916667,87.33333333,76.93333333,81.25941752,88.36666667,74.56666667,82.32301658,91.475,77,79.77867424,89.4,74.59,79.73791667,84.6,75.23333333,76.66026786,88.43333333,68.36666667
CC107,Miami,2019,6,1,14,27,15.85999966,401.8262236,20.8,2307,0.0537539,0.0921242,0.0537539,0.0921242,0.504128571,0,0.001253571,0.001983929,0.0841375,0.606819643,66.87245685,85.12916667,45.25666667,66.46677778,76.6725,57.40666667,59.30302679,72.41333333,47.50666667,65.31190264,81.05333333,48.31666667,71.743081,86.51333333,54.5475,76.81837734,90.908,54.26333333,84.76443452,91.96666667,77.225,83.0725,88.675,77.36666667,81.88916667,87.33333333,76.93333333,81.25941752,88.36666667,74.56666667,82.32301658,91.475,77,79.77867424,89.4,74.59
CC107,Miami,2019,6,2,2,27,15.85999966,401.8262236,20.8,2307,0.0537539,0.0921242,0.0537539,0.0921242,0.515776786,0.504128571,0,0.001253571,0.001983929,0.0841375,75.35061947,88.03875,52.05333333,66.87245685,85.12916667,45.25666667,66.46677778,76.6725,57.40666667,59.30302679,72.41333333,47.50666667,65.31190264,81.05333333,48.31666667,71.743081,86.51333333,54.5475,82.2079932,90.3,76.5,84.76443452,91.96666667,77.225,83.0725,88.675,77.36666667,81.88916667,87.33333333,76.93333333,81.25941752,88.36666667,74.56666667,82.32301658,91.475,77
CC107,Miami,2019,6,3,8,27,15.85999966,401.8262236,20.8,2307,0.0537539,0.0921242,0.0537539,0.0921242,0.5652125,0.515776786,0.504128571,0,0.001253571,0.001983929,75.99707172,89.35,53.72333333,75.35061947,88.03875,52.05333333,66.87245685,85.12916667,45.25666667,66.46677778,76.6725,57.40666667,59.30302679,72.41333333,47.50666667,65.31190264,81.05333333,48.31666667,81.82879415,92.63333333,73.48461538,82.2079932,90.3,76.5,84.76443452,91.96666667,77.225,83.0725,88.675,77.36666667,81.88916667,87.33333333,76.93333333,81.25941752,88.36666667,74.56666667
CC107,Miami,2019,6,4,9,27,15.85999966,401.8262236,20.8,2307,0.0537539,0.0921242,0.0537539,0.0921242,0.1566125,0.5652125,0.515776786,0.504128571,0,0.001253571,64.49260615,81.82,45.46,75.99707172,89.35,53.72333333,75.35061947,88.03875,52.05333333,66.87245685,85.12916667,45.25666667,66.46677778,76.6725,57.40666667,59.30302679,72.41333333,47.50666667,86.24878968,93.96666667,79,81.82879415,92.63333333,73.48461538,82.2079932,90.3,76.5,84.76443452,91.96666667,77.225,83.0725,88.675,77.36666667,81.88916667,87.33333333,76.93333333
CC107,Miami,2019,7,1,7,27,15.85999966,401.8262236,20.8,2307,0.0948287,0.0537539,0.0948287,0.0537539,0.465919643,0.5669125,0.1566125,0.5652125,0.515776786,0.504128571,69.47308673,86.54333333,45.53,74.10314732,86.82714286,64.48666667,64.49260615,81.82,45.46,75.99707172,89.35,53.72333333,75.35061947,88.03875,52.05333333,66.87245685,85.12916667,45.25666667,85.31895408,94.7,78.85,82.2590625,86.36666667,76.27142857,86.24878968,93.96666667,79,81.82879415,92.63333333,73.48461538,82.2079932,90.3,76.5,84.76443452,91.96666667,77.225
CC107,Miami,2019,7,3,4,27,15.85999966,401.8262236,20.8,2307,0.0948287,0.0537539,0.0948287,0.0537539,0.037530357,0.335196429,0.465919643,0.5669125,0.1566125,0.5652125,64.92225744,79.25,52.28,69.4688159,89.0875,50.67,69.47308673,86.54333333,45.53,74.10314732,86.82714286,64.48666667,64.49260615,81.82,45.46,75.99707172,89.35,53.72333333,86.06410714,91,80.1,83.96605442,91.66666667,75.58,85.31895408,94.7,78.85,82.2590625,86.36666667,76.27142857,86.24878968,93.96666667,79,81.82879415,92.63333333,73.48461538
CC107,Miami,2019,7,4,23,27,15.85999966,401.8262236,20.8,2307,0.0948287,0.0537539,0.0948287,0.0537539,0.470917857,0.037530357,0.335196429,0.465919643,0.5669125,0.1566125,71.97125054,89.67666667,48.81333333,64.92225744,79.25,52.28,69.4688159,89.0875,50.67,69.47308673,86.54333333,45.53,74.10314732,86.82714286,64.48666667,64.49260615,81.82,45.46,83.29698323,92,76.45,86.06410714,91,80.1,83.96605442,91.66666667,75.58,85.31895408,94.7,78.85,82.2590625,86.36666667,76.27142857,86.24878968,93.96666667,79
CC107,Miami,2019,7,5,5,27,15.85999966,401.8262236,20.8,2307,0.0948287,0.0537539,0.0948287,0.0537539,0.4671125,0.470917857,0.037530357,0.335196429,0.465919643,0.5669125,66.76022321,81.96,52.30666667,71.97125054,89.67666667,48.81333333,64.92225744,79.25,52.28,69.4688159,89.0875,50.67,69.47308673,86.54333333,45.53,74.10314732,86.82714286,64.48666667,85.24511409,91.3,76.23333333,83.29698323,92,76.45,86.06410714,91,80.1,83.96605442,91.66666667,75.58,85.31895408,94.7,78.85,82.2590625,86.36666667,76.27142857
CC107,Miami,2019,8,2,1,27,15.85999966,401.8262236,20.8,2307,0.0986192,0.0948287,0.0986192,0.0948287,0.925935714,0.756858929,0.4671125,0.470917857,0.037530357,0.335196429,75.84287594,89.33333333,50.84666667,76.94094196,89.015,61.92333333,66.76022321,81.96,52.30666667,71.97125054,89.67666667,48.81333333,64.92225744,79.25,52.28,69.4688159,89.0875,50.67,83.05731338,92.6,76.26666667,82.01421131,88.1,76.63333333,85.24511409,91.3,76.23333333,83.29698323,92,76.45,86.06410714,91,80.1,83.96605442,91.66666667,75.58
CC107,Miami,2019,8,3,5,27,15.85999966,401.8262236,20.8,2307,0.0986192,0.0948287,0.0986192,0.0948287,0.129669643,0.925935714,0.756858929,0.4671125,0.470917857,0.037530357,67.68689434,84.78,52.37666667,75.84287594,89.33333333,50.84666667,76.94094196,89.015,61.92333333,66.76022321,81.96,52.30666667,71.97125054,89.67666667,48.81333333,64.92225744,79.25,52.28,84.50566964,92.63333333,76.63333333,83.05731338,92.6,76.26666667,82.01421131,88.1,76.63333333,85.24511409,91.3,76.23333333,83.29698323,92,76.45,86.06410714,91,80.1
CC107,Miami,2019,9,3,1,27,15.85999966,401.8262236,20.8,2307,0.0990953,0.0986192,0.0990953,0.0986192,0.153980357,0.155405357,0.217176786,0.300466667,0.100408929,0.129669643,66.11616879,90.29,42.06,67.56002806,83.198,46.40333333,70.07453614,87.186,44.64666667,72.42465327,84.47,56.71,74.20785119,88.33666667,46.09,67.68689434,84.78,52.37666667,84.01189626,93,77.84285714,85.03158163,91.33333333,80.16,85.15462372,94.63333333,79.73333333,83.99233631,89.4,78.42857143,84.0810034,95.36666667,78.83333333,84.50566964,92.63333333,76.63333333
